id	file_utt	utt	start	dur	phone
31	s85_u3	1	51.03	0.02	d
31	s9_u1	1	14.79	0.02	d
31	s13_u2	1	4.34	0.04	d
31	s49_u1	1	16.73	0.13	d
31	s21_u1	1	8.14	0.03	d
31	s51_u2	1	11.79	0.03	d
31	s40_u3	1	10.66	0.04	d
31	s86_u3	1	18.06	0.03	d
31	s49_u3	1	45.6	0.02	d
31	s74_u1	1	11.84	0.04	d
31	s85_u3	1	51.26	0.03	d
31	s7_u3	1	6.11	0.03	d
31	s64_u1	1	12.09	0.03	d
31	s34_u1	1	1.31	0.03	d
31	s86_u1	1	19.48	0.04	d
31	s25_u1	1	8.95	0.02	d
31	s75_u1	1	8.53	0.03	d
31	s13_u3	1	57.24	0.05	d
31	s75_u1	1	8.6	0.03	d
31	s50_u3	1	11.02	0.04	d
31	s49_u1	1	18.07	0.02	d
31	s79_u2	1	14.42	0.03	d
31	s21_u3	1	38.93	0.02	d
31	s106_u3	1	5.01	0.02	d
31	s87_u2	1	6.29	0.04	d
31	s74_u1	1	12.33	0.02	d
31	s35_u3	1	12.31	0.02	d
31	s42_u1	1	7.58	0.02	d
31	s86_u3	1	19.27	0.08	d
31	s105_u3	1	7.44	0.03	d
31	s82_u2	1	5.76	0.03	d
31	s95_u3	1	19.03	0.04	d
31	s40_u3	1	13.34	0.02	d
31	s94_u3	1	52.05	0.02	d
31	s4_u3	1	30.99	0.03	d
31	s86_u1	1	20.87	0.03	d
31	s18_u1	1	12.33	0.04	d
31	s26_u1	1	8.04	0.03	d
31	s46_u1	1	12.42	0.02	d
31	s13_u2	1	6.18	0.03	d
31	s34_u1	1	2.45	0.02	d
31	s74_u1	1	13.16	0.03	d
31	s64_u1	1	13.4	0.04	d
31	s49_u1	1	19.37	0.03	d
31	s30_u3	1	13.64	0.02	d
31	s88_u3	1	44.8	0.04	d
31	s16_u3	1	1.73	0.03	d
31	s70_u3	1	19.16	0.03	d
31	s94_u3	1	53.48	0.02	d
31	s9_u3	1	1.09	0.03	d
31	s7_u3	1	8.69	0.03	d
31	s42_u1	1	8.59	0.02	d
31	s81_u2	1	2.94	0.03	d
31	s88_u3	1	3.86	0.02	d
31	s73_u1	1	1.63	0.03	d
31	s87_u3	1	68.15	0.04	d
31	s24_u3	1	16.94	0.01	d
31	s34_u1	1	3.14	0.02	d
31	s86_u1	1	0	0.02	d
31	s41_u1	1	1.39	0.03	d
31	s91_u3	1	21.99	0.03	d
31	s42_u3	1	1.13	0.01	d
31	s22_u1	1	0	0.02	d
31	s3_u3	1	38.92	0.04	d
31	s98_u1	1	8.72	0.02	d
31	s9_u3	1	1.68	0.04	d
31	s90_u3	1	87.81	0.02	d
31	s81_u2	1	3.52	0.03	d
31	s95_u3	1	22	0.01	d
31	s91_u1	1	2.79	0.03	d
31	s86_u1	1	0.64	0.03	d
31	s76_u3	1	62.03	0.03	d
31	s7_u3	1	10.08	0.02	d
31	s76_u3	1	62.08	0.02	d
31	s43_u1	1	10.13	0.03	d
31	s105_u3	1	9.24	0.02	d
31	s42_u1	1	10.09	0.02	d
31	s3_u3	1	39.52	0.02	d
31	s13_u3	1	11.06	0.03	d
31	s13_u3	1	45.54	0.02	d
31	s78_u3	1	2.24	0.03	d
31	s74_u1	1	15.4	0.03	d
31	s81_u2	1	4.32	0.03	d
31	s82_u2	1	8.54	0.03	d
31	s91_u3	1	6.3	0.04	d
31	s5_u1	1	22.32	0.03	d
31	s86_u1	1	1.38	0.03	d
31	s12_u3	1	9.64	0.04	d
31	s76_u2	1	19.09	0.02	d
31	s17_u3	1	3.18	0.02	d
31	s89_u2	1	11.76	0.03	d
31	s18_u1	1	14.93	0.03	d
31	s83_u2	1	7.02	0.02	d
31	s76_u3	1	62.75	0.03	d
31	s90_u3	1	88.67	0.01	d
31	s66_u2	1	6.33	0.03	d
31	s86_u3	1	22.71	0.03	d
31	s37_u3	1	27.34	0.04	d
31	s106_u3	1	7.83	0.02	d
31	s9_u3	1	6.24	0.03	d
31	s61_u2	1	3.48	0.02	d
31	s87_u1	1	8.43	0.02	d
31	s30_u1	1	14.12	0.02	d
31	s90_u3	1	89.01	0.02	d
31	s96_u3	1	18.25	0.03	d
31	s9_u3	1	6.4	0.01	d
31	s106_u3	1	8.04	0.02	d
31	s21_u1	1	12.26	0.02	d
31	s75_u1	1	13.68	0.01	d
31	s10_u1	1	7.56	0.03	d
31	s46_u3	1	38.68	0.02	d
31	s42_u1	1	11.37	0.03	d
31	s66_u2	1	6.94	0.03	d
31	s30_u3	1	16.94	0.02	d
31	s98_u3	1	44.81	0.03	d
31	s60_u1	1	1.45	0.03	d
31	s37_u1	1	2.3	0.03	d
31	s44_u3	1	27.51	0.03	d
31	s40_u1	1	9.06	0.03	d
31	s98_u2	1	10.11	0.03	d
31	s74_u1	1	17.28	0.01	d
31	s79_u3	1	4.48	0.02	d
31	s72_u1	1	0	0.02	d
31	s5_u1	1	1.52	0.03	d
31	s21_u1	1	12.86	0.02	d
31	s21_u1	1	12.81	0.03	d
31	s91_u3	1	7.94	0.02	d
31	s74_u1	1	17.52	0.03	d
31	s86_u1	1	3.96	0.03	d
31	s17_u3	1	7.78	0.03	d
31	s31_u1	1	15.29	0.02	d
31	s79_u3	1	4.86	0.02	d
31	s22_u1	1	2.69	0.01	d
31	s42_u1	1	12.34	0.03	d
31	s9_u3	1	7.47	0.01	d
31	s16_u3	1	6.73	0.03	d
31	s94_u3	1	59.08	0.03	d
31	s81_u2	1	8.01	0.01	d
31	s87_u3	1	71.98	0.03	d
31	s88_u3	1	13.38	0.03	d
31	s7_u3	1	12.87	0.03	d
31	s43_u1	1	13.64	0.02	d
31	s26_u1	1	13.37	0.03	d
31	s87_u3	1	72.22	0.03	d
31	s81_u2	1	8.21	0.03	d
31	s95_u3	1	25.76	0.04	d
31	s15_u3	1	17.34	0.03	d
31	s35_u3	1	17.53	0.04	d
31	s5_u1	1	3.02	0.02	d
31	s42_u1	1	13.02	0.03	d
31	s10_u1	1	9.6	0.03	d
31	s13_u3	1	48.5	0.02	d
31	s34_u1	1	7.98	0.04	d
31	s106_u3	1	9.72	0.03	d
31	s72_u1	1	1.58	0.03	d
31	s95_u1	1	0	0.03	d
31	s41_u3	1	9.62	0.03	d
31	s96_u1	1	15.89	0.01	d
31	s87_u3	1	72.75	0.02	d
31	s43_u1	1	14.46	0.03	d
31	s7_u3	1	14	0.02	d
31	s43_u1	1	14.52	0.01	d
31	s98_u3	1	26.5	0.02	d
31	s105_u3	1	29.83	0.03	d
31	s15_u1	1	5.99	0.03	d
31	s26_u1	1	14.65	0.03	d
31	s105_u3	1	12.93	0.02	d
31	s13_u2	1	13.15	0.04	d
31	s72_u3	1	26.2	0.03	d
31	s75_u2	1	1.17	0.01	d
31	s49_u2	1	2.66	0.09	d
31	s103_u3	1	31.56	0.03	d
31	s88_u3	1	16.32	0.03	d
31	s66_u1	1	7.25	0.03	d
31	s106_u1	1	2.23	0.03	d
31	s85_u1	1	16	0.01	d
31	s48_u1	1	0.03	0.02	d
31	s73_u3	1	31.2	0.02	d
31	s72_u1	1	2.72	0.03	d
31	s40_u3	1	24.2	0.03	d
31	s105_u3	1	13.33	0.03	d
31	s9_u3	1	10.67	0.03	d
31	s91_u3	1	10.89	0.02	d
31	s44_u3	1	31.33	0.04	d
31	s21_u3	1	0.41	0.03	d
31	s25_u1	1	1.27	0.03	d
31	s7_u3	1	15.22	0.04	d
31	s35_u3	1	20.72	0.02	d
31	s50_u3	1	25.07	0.03	d
31	s22_u1	1	5.48	0.03	d
31	s89_u3	1	1.66	0.03	d
31	s3_u3	1	46.28	0.04	d
31	s66_u1	1	7.98	0.03	d
31	s51_u1	1	1.49	0.04	d
31	s75_u2	1	2.83	0.02	d
31	s88_u1	1	12.06	0.03	d
31	s75_u2	1	2.96	0.01	d
31	s51_u3	1	6.38	0.02	d
31	s43_u2	1	0.15	0.02	d
31	s49_u2	1	3.85	0.02	d
31	s86_u1	1	7.74	0.03	d
31	s44_u1	1	12.94	0.03	d
31	s38_u1	1	0.98	0.02	d
31	s35_u3	1	21.39	0.02	d
31	s51_u3	1	7.12	0.03	d
31	s40_u3	1	25.44	0.02	d
31	s74_u2	1	1.88	0.02	d
31	s90_u3	1	95.36	0.02	d
31	s31_u3	1	1.95	0.02	d
31	s7_u3	1	47.55	0.02	d
31	s42_u2	1	1.13	0.03	d
31	s87_u3	1	77.22	0.04	d
31	s86_u1	1	8.81	0.03	d
31	s81_u3	1	0.87	0.05	d
31	s10_u1	1	13.3	0.03	d
31	s87_u1	1	13.54	0.02	d
31	s63_u1	1	11.87	0.03	d
31	s49_u2	1	4.72	0.02	d
31	s30_u3	1	3.17	0.04	d
31	s38_u1	1	2.03	0.03	d
31	s35_u3	1	23.51	0.01	d
31	s13_u3	1	1.56	0.02	d
31	s21_u3	1	2.58	0.04	d
31	s60_u1	1	5.73	0.04	d
31	s26_u1	1	18.05	0.04	d
31	s26_u1	1	18.11	0.02	d
31	s7_u3	1	17.21	0.03	d
31	s90_u3	1	96.41	0.03	d
31	s95_u1	1	3.77	0.03	d
31	s96_u1	1	0.68	0.03	d
31	s30_u3	1	3.79	0.03	d
31	s5_u1	1	8.29	0.03	d
31	s4_u3	1	43.74	0.04	d
31	s40_u3	1	27.47	0.03	d
31	s91_u3	1	30.87	0.03	d
31	s49_u3	1	37.75	0.01	d
31	s50_u3	1	27.4	0.02	d
31	s9_u3	1	15.01	0.04	d
31	s34_u1	1	12.93	0.03	d
31	s66_u1	1	9.82	0.02	d
31	s105_u3	1	15.66	0.02	d
31	s65_u1	1	5.59	0.03	d
31	s19_u1	1	15.51	0.03	d
31	s22_u1	1	7.88	0.02	d
31	s105_u3	1	33.47	0.01	d
31	s30_u3	1	4.24	0.02	d
31	s5_u1	1	9.18	0.01	d
31	s72_u3	1	30.26	0.03	d
31	s26_u1	1	19.43	0.02	d
31	s76_u3	1	73.03	0.03	d
31	s18_u2	1	6.26	0.03	d
31	s31_u3	1	4.69	0.03	d
31	s4_u1	1	1.18	0.03	d
31	s86_u1	1	11.08	0.03	d
31	s97_u3	1	25.53	0.04	d
31	s21_u3	1	3.97	0.04	d
31	s74_u3	1	8.98	0.03	d
31	s80_u1	1	0	0.02	d
31	s40_u3	1	5.41	0.03	d
31	s74_u1	1	6.61	0.02	d
31	s26_u1	1	20.33	0.02	d
31	s64_u2	1	8.26	0.03	d
31	s34_u1	1	14.46	0.04	d
31	s66_u1	1	10.67	0.02	d
31	s34_u1	1	14.53	0.03	d
31	s22_u1	1	9.04	0.04	d
31	s106_u3	1	14.35	0.02	d
31	s30_u3	1	5.1	0.03	d
31	s51_u3	1	9.8	0.03	d
31	s3_u3	1	50.85	0.02	d
31	s78_u3	1	12.35	0.01	d
31	s3_u3	1	50.88	0.02	d
31	s43_u2	1	4.19	0.02	d
31	s106_u3	1	14.53	0.02	d
31	s60_u1	1	7.85	0.02	d
31	s77_u1	1	0.52	0.03	d
31	s42_u2	1	5.53	0.02	d
31	s13_u3	1	4.49	0.02	d
31	s20_u2	1	2.65	0.03	d
31	s46_u1	1	0	0.03	d
31	s25_u1	1	5.15	0.03	d
31	s17_u3	1	21.09	0.04	d
31	s81_u3	1	6.47	0.03	d
31	s96_u2	1	3.19	0.03	d
31	s12_u1	1	17.37	0.04	d
31	s86_u3	1	51.96	0.03	d
31	s10_u3	1	57.62	0.03	d
31	s9_u3	1	19.82	0.1	d
31	s12_u3	1	25.24	0.03	d
31	s104_u1	1	3.93	0.02	d
31	s34_u1	1	15.69	0.04	d
31	s64_u2	1	10.52	0.03	d
31	s94_u1	1	0.86	0.03	d
31	s98_u3	1	14.55	0.02	d
31	s13_u3	1	53.64	0.02	d
31	s87_u3	1	81.83	0.03	d
31	s31_u3	1	6.92	0.02	d
31	s13_u3	1	53.77	0.02	d
31	s23_u3	1	0.94	0.02	d
31	s77_u3	1	21.39	0.03	d
31	s88_u1	1	19.28	0.03	d
31	s36_u3	1	17.74	0.03	d
31	s19_u3	1	12.11	0.04	d
31	s37_u1	1	9.63	0.02	d
31	s90_u1	1	12.42	0.03	d
31	s40_u1	1	6.45	0.04	d
31	s81_u3	1	7.39	0.02	d
31	s82_u3	1	3.23	0.03	d
31	s95_u1	1	8.27	0.04	d
31	s13_u3	1	54.15	0.03	d
31	s5_u1	1	12.69	0.01	d
31	s106_u3	1	15.96	0.04	d
31	s22_u1	1	11.53	0.02	d
31	s86_u1	1	15.51	0.03	d
31	s72_u1	1	9.49	0.03	d
31	s30_u3	1	8.33	0.02	d
31	s86_u1	1	15.59	0.03	d
31	s106_u3	1	16.24	0.03	d
31	s5_u1	1	13.31	0.02	d
31	s51_u1	1	7.44	0.04	d
31	s64_u2	1	11.78	0.02	d
31	s72_u3	1	34.7	0.02	d
31	s9_u3	1	23.72	0.02	d
31	s34_u1	1	18.09	0.04	d
31	s80_u1	1	3.02	0.02	d
31	s35_u3	1	30.68	0.02	d
31	s82_u3	1	4.14	0.02	d
31	s91_u3	1	17.55	0.02	d
31	s76_u1	1	7.07	0.03	d
31	s105_u2	1	0	0.02	d
31	s40_u2	1	1.34	0.03	d
31	s74_u2	1	9.46	0.03	d
31	s42_u2	1	8.4	0.02	d
31	s35_u3	1	31.25	0.03	d
31	s86_u1	1	16.65	0.03	d
31	s95_u1	1	9.95	0.03	d
31	s86_u1	1	16.72	0.03	d
31	s82_u2	1	1.9	0.03	d
31	s86_u3	1	16.13	0.03	d
31	s89_u3	1	8.47	0.02	d
31	s72_u1	1	10.82	0.04	d
31	s79_u3	1	16.22	0.03	d
31	s41_u3	1	26.52	0.03	d
31	s40_u3	1	9.35	0.02	d
31	s40_u1	1	2.37	0.03	d
31	s86_u3	1	35.37	0.03	d
31	s82_u3	1	4.96	0.02	d
31	s86_u3	1	35.49	0.03	d
31	s16_u3	1	22.95	0.03	d
31	s8_u3	1	18.53	0.02	d
31	s96_u1	1	6.8	0.02	d
31	s87_u3	1	86.06	0.03	d
31	s22_u1	1	13.47	0.03	d
31	s21_u3	1	7.59	0.03	d
31	s25_u1	1	8.03	0.03	d
31	s25_u1	1	8.09	0.03	d
31	s64_u2	1	15.14	0.04	d
31	s40_u3	1	34.65	0.02	d
31	s104_u1	1	9.23	0.02	d
31	s99_u3	1	5	0.02	d
31	s86_u1	1	18.04	0.03	d
31	s24_u1	1	9.49	0.02	d
31	s51_u2	1	11.46	0.04	d
31	s9_u3	1	28.07	0.04	d
31	s5_u1	1	17.02	0.03	d
31	s91_u1	1	0	0.02	d
31	s86_u1	1	18.34	0.04	d
31	s72_u1	1	12.12	0.04	d
31	s95_u1	1	11.87	0.03	d
31	s26_u3	1	5.46	0.03	d
31	s95_u1	1	11.95	0.02	d
31	s43_u2	1	8.95	0.03	d
31	s48_u1	1	10.41	0.04	d
31	s34_u1	1	21.13	0.02	d
31	s30_u3	1	11.13	0.03	d
31	s73_u1	1	19	0.04	d
31	s64_u2	1	16.13	0.02	d
31	s43_u2	1	9.11	0.03	d
31	s73_u1	1	19.06	0.02	d
31	s98_u3	1	1.07	0.03	d
31	s16_u3	1	24.38	0.03	d
31	s51_u1	1	10.4	0.03	d
31	s64_u2	1	16.67	0.03	d
31	s50_u3	1	35.54	0.03	d
31	s9_u3	1	30.4	0.05	d
31	s64_u2	1	16.82	0.03	d
31	s63_u1	1	2.22	0.03	d
31	s96_u1	1	8.27	0.03	d
31	s35_u1	1	1.16	0.02	d
31	s5_u1	1	18.68	0.03	d
31	s72_u1	1	13.13	0.03	d
31	s106_u3	1	19.08	0.03	d
31	s7_u3	1	34.36	0.03	d
31	s88_u1	1	1.95	0.03	d
31	s70_u1	1	12.31	0.03	d
31	s72_u1	1	13.19	0.03	d
31	s36_u1	1	1.36	0.03	d
31	s66_u2	1	2.49	0.02	d
31	s34_u3	1	1.3	0.02	d
31	s34_u1	1	2.17	0.03	d
31	s82_u3	1	7.79	0.02	d
31	s106_u3	1	19.67	0.02	d
31	s72_u1	1	13.59	0.02	d
31	s95_u1	1	13.64	0.02	d
31	s36_u1	1	1.81	0.04	d
31	s42_u3	1	22.03	0.02	d
31	s17_u1	1	0.44	0.03	d
31	s15_u1	1	0.07	0.04	d
31	s12_u2	1	3.2	0.02	d
31	s86_u2	1	14.75	0.03	d
31	s25_u1	1	10.19	0.02	d
31	s9_u3	1	32.98	0.03	d
31	s51_u3	1	19.63	0.04	d
31	s106_u1	1	14.88	0.02	d
31	s17_u3	1	105.8	0.03	d
31	s12_u3	1	102.75	0.04	d
31	s88_u1	1	3.3	0.04	d
31	s86_u3	1	39.7	0.03	d
31	s35_u3	1	13.14	0.03	d
31	s43_u2	1	11.57	0.04	d
31	s104_u1	1	12.36	0.04	d
31	s86_u1	1	22.74	0.04	d
31	s30_u3	1	14.46	0.02	d
31	s82_u1	1	5.96	0.02	d
31	s82_u1	1	6.02	0.02	d
31	s91_u2	1	1.81	0.03	d
31	s75_u3	1	17.57	0.02	d
31	s17_u1	1	1.2	0.03	d
31	s98_u3	1	41.07	0.02	d
31	s78_u3	1	20.17	0.03	d
31	s26_u3	1	13.39	0.04	d
31	s90_u3	1	9.15	0.03	d
31	s50_u3	1	38.12	0.03	d
31	s98_u1	1	8.98	0.03	d
31	s60_u1	1	14.35	0.02	d
31	s38_u1	1	12.27	0.02	d
31	s82_u3	1	9.9	0.02	d
31	s15_u3	1	31.78	0.02	d
31	s104_u1	1	13.6	0.04	d
31	s36_u1	1	3.39	0.03	d
31	s74_u3	1	0.22	0.04	d
31	s19_u3	1	19.49	0.02	d
31	s72_u3	1	4.69	0.03	d
31	s17_u2	1	3.2	0.04	d
31	s11_u2	1	7.92	0.02	d
31	s72_u3	1	5.19	0.04	d
31	s74_u3	1	0.63	0.04	d
31	s5_u1	1	22.28	0.02	d
31	s30_u3	1	15.67	0.03	d
31	s107_u1	1	9.18	0.02	d
31	s75_u3	1	11.6	0.03	d
31	s40_u1	1	7.49	0.03	d
31	s81_u3	1	23.31	0.04	d
31	s65_u1	1	0	0.02	d
31	s50_u3	1	39.79	0.03	d
31	s7_u3	1	40.01	0.02	d
31	s4_u1	1	9.88	0.02	d
31	s17_u1	1	2.54	0.02	d
31	s19_u2	1	10.77	0.02	d
31	s22_u1	1	1.16	0.03	d
31	s31_u3	1	15.71	0.02	d
31	s13_u3	1	11.74	0.04	d
31	s31_u3	1	15.75	0.03	d
31	s87_u3	1	0.71	0.03	d
31	s97_u1	1	13.85	0.03	d
31	s72_u1	1	16.97	0.02	d
31	s86_u3	1	41.95	0.02	d
31	s13_u3	1	11.93	0.03	d
31	s94_u3	1	16.58	0.02	d
31	s48_u3	1	37.11	0.03	d
31	s50_u3	1	40.56	0.04	d
31	s30_u3	1	16.74	0.03	d
31	s4_u1	1	10.39	0.02	d
31	s17_u3	1	36.41	0.03	d
31	s24_u1	1	13.73	0.04	d
31	s24_u1	1	13.79	0.03	d
31	s17_u2	1	5.79	0.03	d
31	s72_u3	1	6.38	0.02	d
31	s9_u3	1	58.81	0.03	d
31	s7_u1	1	8.55	0.02	d
31	s95_u3	1	1.97	0.03	d
31	s95_u1	1	17.54	0.03	d
31	s32_u1	1	5.41	0.01	d
31	s49_u3	1	30.43	0.04	d
31	s97_u1	1	15.3	0.03	d
31	s22_u3	1	3.28	0.03	d
31	s34_u3	1	9.87	0.01	d
31	s81_u3	1	27.81	0.03	d
31	s65_u1	1	1.28	0.03	d
31	s43_u2	1	15.7	0.03	d
31	s49_u2	1	0.27	0.03	d
31	s91_u1	1	5.79	0.03	d
31	s26_u3	1	17.49	0.03	d
31	s24_u1	1	0.78	0.02	d
31	s88_u3	1	51.34	0.03	d
31	s80_u1	1	13.17	0.03	d
31	s105_u3	1	28.46	0.03	d
31	s50_u1	1	7.35	0.03	d
31	s96_u1	1	14.37	0.02	d
31	s80_u1	1	13.25	0.03	d
31	s36_u1	1	6.32	0.03	d
31	s82_u1	1	10.1	0.02	d
31	s41_u2	1	6.21	0.02	d
31	s91_u1	1	6.34	0.02	d
31	s104_u1	1	16.74	0.03	d
31	s88_u1	1	8.8	0.03	d
31	s63_u1	1	8.67	0.02	d
31	s7_u3	1	42.92	0.02	d
31	s42_u3	1	5.27	0.03	d
31	s9_u3	1	40.25	0.03	d
31	s60_u2	1	2.18	0.03	d
31	s17_u3	1	39.44	0.03	d
31	s13_u3	1	15.65	0.04	d
31	s6_u1	1	12.26	0.04	d
31	s91_u1	1	6.65	0.01	d
31	s30_u3	1	19.02	0.03	d
31	s95_u1	1	20.16	0.03	d
31	s73_u1	1	6.94	0.03	d
31	s99_u3	1	20.85	0.01	d
31	s106_u3	1	25.05	0.02	d
31	s89_u3	1	17.82	0.03	d
31	s35_u1	1	8.89	0.04	d
31	s42_u3	1	5.96	0.03	d
31	s51_u1	1	0	0.02	d
31	s25_u3	1	0.66	0.03	d
31	s91_u3	1	26.4	0.04	d
31	s40_u1	1	11.29	0.03	d
31	s31_u1	1	0.53	0.03	d
31	s86_u3	1	63.2	0.04	d
31	s40_u1	1	11.37	0.02	d
31	s104_u1	1	17.98	0.03	d
31	s40_u1	1	11.44	0.03	d
31	s9_u3	1	41.61	0.01	d
31	s32_u3	1	41.14	0.02	d
31	s74_u3	1	4.12	0.03	d
31	s46_u2	1	0.3	0.01	d
31	s75_u3	1	16.7	0.07	d
31	s87_u1	1	11.5	0.02	d
31	s90_u3	1	46.78	0.03	d
31	s105_u3	1	30.4	0.03	d
31	s31_u3	1	19.43	0.02	d
31	s15_u2	1	8.38	0.03	d
31	s50_u1	1	9.51	0.03	d
31	s34_u3	1	14.5	0.03	d
31	s90_u3	1	13.6	0.02	d
31	s104_u1	1	18.57	0.02	d
31	s26_u3	1	20.72	0.01	d
31	s34_u3	1	35.2	0.04	d
31	s31_u3	1	19.7	0.02	d
31	s9_u3	1	43.43	0.03	d
31	s17_u1	1	6.6	0.02	d
31	s5_u3	1	4.54	0.03	d
31	s40_u1	1	12.58	0.02	d
31	s72_u2	1	3.67	0.02	d
31	s16_u1	1	5.91	0.01	d
31	s21_u3	1	16.38	0.02	d
31	s79_u3	1	27.05	0.01	d
31	s64_u2	1	4.7	0.02	d
31	s81_u3	1	36.67	0.05	d
31	s105_u3	1	50.63	0.03	d
31	s105_u3	1	31.17	0.03	d
31	s98_u3	1	48.49	0.02	d
31	s48_u2	1	1.94	0.04	d
31	s25_u3	1	2.44	0.03	d
31	s91_u1	1	8.97	0.02	d
31	s15_u1	1	7.7	0.02	d
31	s10_u3	1	11.35	0.03	d
31	s26_u3	1	21.27	0.02	d
31	s10_u3	1	11.44	0.01	d
31	s15_u1	1	7.86	0.03	d
31	s73_u1	1	9.73	0.03	d
31	s20_u3	1	11.11	0.03	d
31	s41_u1	1	8.18	0.03	d
31	s17_u3	1	68.55	0.03	d
31	s107_u3	1	2.11	0.03	d
31	s73_u1	1	9.81	0.02	d
31	s60_u2	1	5.17	0.03	d
31	s106_u3	1	27.09	0.03	d
31	s6_u1	1	17.63	0.02	d
31	s36_u1	1	10.5	0.03	d
31	s16_u1	1	7.41	0.04	d
31	s30_u3	1	21.51	0.03	d
31	s17_u3	1	44.28	0.02	d
31	s22_u3	1	7.85	0.03	d
31	s12_u1	1	13.96	0.03	d
31	s25_u3	1	3.21	0.03	d
31	s39_u2	1	8.37	0.03	d
31	s94_u1	1	25.95	0.03	d
31	s15_u1	1	8.76	0.02	d
31	s91_u1	1	9.93	0.02	d
31	s38_u2	1	3.92	0.04	d
31	s16_u1	1	7.8	0.04	d
31	s63_u1	1	12.45	0.02	d
31	s81_u3	1	41.25	0.04	d
31	s51_u1	1	3.03	0.03	d
31	s94_u3	1	43.85	0.03	d
31	s95_u2	1	1.03	0.02	d
31	s64_u1	1	5.46	0.03	d
31	s12_u2	1	14.16	0.03	d
31	s42_u2	1	2.17	0.03	d
31	s81_u1	1	12.65	0.02	d
31	s44_u2	1	16.14	0.03	d
31	s89_u3	1	20.82	0.03	d
31	s43_u3	1	7.23	0.03	d
31	s60_u2	1	6.68	0.03	d
31	s43_u1	1	1.15	0.03	d
31	s7_u3	1	49.79	0.04	d
31	s98_u3	1	30.91	0.04	d
31	s35_u3	1	1.3	0.03	d
31	s31_u3	1	22.95	0.03	d
31	s76_u1	1	2.64	0.03	d
31	s3_u3	1	6.53	0.03	d
31	s6_u1	1	19.86	0.04	d
31	s105_u3	1	53.92	0.02	d
31	s26_u1	1	0.48	0.03	d
31	s46_u2	1	6.41	0.02	d
31	s42_u3	1	11.05	0.03	d
31	s4_u3	1	1.29	0.03	d
31	s88_u3	1	23.57	0.03	d
31	s21_u3	1	19.41	0.03	d
31	s9_u3	1	68.13	0.05	d
31	s63_u1	1	13.71	0.02	d
31	s43_u2	1	3.09	0.03	d
31	s80_u3	1	4.43	0.04	d
31	s65_u2	1	9.29	0.03	d
31	s34_u3	1	29.86	0.03	d
31	s105_u3	1	34.24	0.03	d
31	s71_u2	1	15.21	0.03	d
31	s65_u1	1	6.66	0.02	d
31	s81_u3	1	44.86	0.04	d
31	s40_u1	1	16.47	0.02	d
31	s97_u3	1	1.14	0.04	d
31	s48_u2	1	6.15	0.03	d
31	s98_u3	1	52.99	0.04	d
31	s42_u3	1	11.99	0.01	d
31	s21_u3	1	20.33	0.02	d
31	s17_u1	1	10.8	0.04	d
31	s94_u1	1	0	0.04	d
31	s88_u1	1	17.71	0.02	d
31	s80_u3	1	38.15	0.02	d
31	s89_u1	1	2.05	0.02	d
31	s60_u2	1	8.86	0.03	d
31	s74_u3	1	9.82	0.02	d
31	s15_u1	1	11.57	0.02	d
31	s104_u1	1	24.21	0.02	d
31	s5_u3	1	14.8	0.02	d
31	s79_u3	1	35.46	0.04	d
31	s40_u3	1	6.39	0.03	d
31	s32_u1	1	14.73	0.09	d
31	s72_u3	1	14.84	0.02	d
31	s97_u3	1	2.26	0.03	d
31	s48_u2	1	6.9	0.03	d
31	s75_u1	1	4.71	0.03	d
31	s55_u2	1	4.41	0.02	d
31	s65_u1	1	7.87	0.03	d
31	s22_u3	1	13.76	0.03	d
31	s105_u3	1	1.35	0.01	d
31	s16_u3	1	19.16	0.03	d
31	s49_u1	1	12.26	0.04	d
31	s107_u3	1	23.96	0.04	d
31	s86_u3	1	13.27	0.03	d
31	s65_u2	1	11.19	0.03	d
31	s17_u1	1	11.8	0.02	d
31	s55_u2	1	4.89	0.02	d
31	s73_u3	1	0.85	0.04	d
31	s96_u1	1	3.75	0.02	d
31	s41_u2	1	16.63	0.03	d
31	s91_u2	1	14.29	0.03	d
31	s34_u3	1	2.83	0.02	d
31	s107_u1	1	0.95	0.02	d
31	s51_u1	1	6.99	0.03	d
31	s94_u1	1	2.14	0.03	d
31	s5_u3	1	18.52	0.03	d
31	s24_u1	1	7.77	0.04	d
31	s74_u3	1	15	0.03	d
31	s79_u3	1	37.14	0.02	d
31	s80_u1	1	2.62	0.03	d
31	s82_u1	1	1.21	0.02	d
31	s41_u1	1	12.51	0.02	d
31	s98_u3	1	54.52	0.02	d
31	s32_u3	1	50.35	0.03	d
31	s75_u3	1	4.24	0.02	d
31	s73_u3	1	40.36	0.03	d
31	s73_u3	1	1.63	0.04	d
31	s77_u2	1	2.65	0.03	d
31	s95_u2	1	7.73	0.03	d
31	s74_u3	1	16.08	0.03	d
31	s96_u2	1	5.92	0.03	d
31	s10_u1	1	0	0.03	d
31	s7_u3	1	1.32	0.01	d
31	s32_u3	1	21.17	0.02	d
31	s94_u1	1	4.25	0.04	d
31	s87_u1	1	2.11	0.03	d
31	s59_u2	1	6.77	0.04	d
31	s105_u2	1	6.99	0.02	d
31	s86_u2	1	10.79	0.03	d
31	s77_u2	1	3.2	0.03	d
31	s60_u2	1	11.55	0.03	d
31	s17_u3	1	53.59	0.02	d
31	s87_u3	1	26.19	0.04	d
